post_id,token_symbol,content,user_id,created_at,retweets,replies,likes,conversation_id,in_reply_to_user_id,source,geo,entities,username,sentiment,score
1843320003829068101,"NPC, NPC","RT @GonzoXBT: $NPC 

7% from new ATH.

Are we sending it $NPC army? https://t.co/iJyHw4OotZ",972970759416111104,2024-10-07T15:58:30+00:00,53,0,0,1843320003829068101,,,,"{""annotations"": [{""start"": 15, ""end"": 17, ""probability"": 0.6493, ""type"": ""Organization"", ""normalized_text"": ""NPC""}, {""start"": 33, ""end"": 35, ""probability"": 0.359, ""type"": ""Other"", ""normalized_text"": ""ATH""}, {""start"": 58, ""end"": 60, ""probability"": 0.5815, ""type"": ""Organization"", ""normalized_text"": ""NPC""}], ""mentions"": [{""start"": 3, ""end"": 12, ""username"": ""GonzoXBT"", ""id"": ""2966575391""}], ""urls"": [{""start"": 68, ""end"": 91, ""url"": ""https://t.co/iJyHw4OotZ"", ""expanded_url"": ""https://x.com/GonzoXBT/status/1843305290894348578/photo/1"", ""display_url"": ""pic.x.com/iJyHw4OotZ"", ""media_key"": ""3_1843305251127857152""}], ""cashtags"": [{""start"": 14, ""end"": 18, ""tag"": ""NPC""}, {""start"": 57, ""end"": 61, ""tag"": ""NPC""}]}",CryptoWizardd,Positive,0.001479413817166783
1843314521345286150,BABY,"$BABY 

Lfg 🔥 https://t.co/1E8eMdcEOi",972970759416111104,2024-10-07T15:36:43+00:00,17,48,160,1843314521345286150,,,,"{""urls"": [{""start"": 14, ""end"": 37, ""url"": ""https://t.co/1E8eMdcEOi"", ""expanded_url"": ""https://twitter.com/babyBNB_fun/status/1843305221901943070"", ""display_url"": ""x.com/babyBNB_fun/st\u2026""}], ""cashtags"": [{""start"": 0, ""end"": 5, ""tag"": ""BABY""}]}",CryptoWizardd,Positive,0.014421935614298565
1843304280604000749,NPC,The fomo on $NPC starting. https://t.co/IxoT8fpz3w,972970759416111104,2024-10-07T14:56:02+00:00,101,80,634,1843304280604000749,,,,"{""annotations"": [{""start"": 13, ""end"": 15, ""probability"": 0.7641, ""type"": ""Organization"", ""normalized_text"": ""NPC""}], ""urls"": [{""start"": 27, ""end"": 50, ""url"": ""https://t.co/IxoT8fpz3w"", ""expanded_url"": ""https://twitter.com/0x_gm/status/1843290855362400504"", ""display_url"": ""x.com/0x_gm/status/1\u2026""}], ""cashtags"": [{""start"": 12, ""end"": 16, ""tag"": ""NPC""}]}",CryptoWizardd,Positive,0.058085859159864625
1843302068356050998,ORIGINTRAIL,"RT @origin_trail: #OriginTrail will take the main stage at @MIT Decentralized AI Summit by @medialab! 

Our very own @BranaRakic &amp; @DrevZig…",972970759416111104,2024-10-07T14:47:14+00:00,61,0,0,1843302068356050998,,,,"{""hashtags"": [{""start"": 18, ""end"": 30, ""tag"": ""OriginTrail""}], ""annotations"": [{""start"": 19, ""end"": 29, ""probability"": 0.676, ""type"": ""Other"", ""normalized_text"": ""OriginTrail""}, {""start"": 78, ""end"": 86, ""probability"": 0.7342, ""type"": ""Other"", ""normalized_text"": ""AI Summit""}], ""mentions"": [{""start"": 3, ""end"": 16, ""username"": ""origin_trail"", ""id"": ""2501522515""}, {""start"": 59, ""end"": 63, ""username"": ""MIT"", ""id"": ""15460048""}, {""start"": 91, ""end"": 100, ""username"": ""medialab"", ""id"": ""13982132""}, {""start"": 117, ""end"": 128, ""username"": ""BranaRakic"", ""id"": ""157690664""}]}",CryptoWizardd,Positive,0.001702721563154222
1843301760062107683,"TAO, TATSU","Eyes on $TAO related projects

$TATSU 👀🚀 https://t.co/23de6DO01h",972970759416111104,2024-10-07T14:46:01+00:00,115,125,538,1843301760062107683,,,,"{""annotations"": [{""start"": 9, ""end"": 11, ""probability"": 0.6468, ""type"": ""Organization"", ""normalized_text"": ""TAO""}, {""start"": 32, ""end"": 36, ""probability"": 0.7377, ""type"": ""Organization"", ""normalized_text"": ""TATSU""}], ""urls"": [{""start"": 41, ""end"": 64, ""url"": ""https://t.co/23de6DO01h"", ""expanded_url"": ""https://x.com/CryptoWizardd/status/1843301760062107683/photo/1"", ""display_url"": ""pic.x.com/23de6DO01h"", ""media_key"": ""3_1843301755812970496""}], ""cashtags"": [{""start"": 8, ""end"": 12, ""tag"": ""TAO""}, {""start"": 31, ""end"": 37, ""tag"": ""TATSU""}]}",CryptoWizardd,Positive,0.05010820372289749
1843294813309054994,TAO,We cant denie its $TAO SEASON https://t.co/ukaQOND80a,972970759416111104,2024-10-07T14:18:24+00:00,73,92,600,1843294813309054994,,,,"{""annotations"": [{""start"": 19, ""end"": 21, ""probability"": 0.4979, ""type"": ""Other"", ""normalized_text"": ""TAO""}], ""urls"": [{""start"": 30, ""end"": 53, ""url"": ""https://t.co/ukaQOND80a"", ""expanded_url"": ""https://x.com/CryptoWizardd/status/1843294813309054994/photo/1"", ""display_url"": ""pic.x.com/ukaQOND80a"", ""media_key"": ""3_1843294804446244865""}], ""cashtags"": [{""start"": 18, ""end"": 22, ""tag"": ""TAO""}]}",CryptoWizardd,Positive,0.0543404581349176
1843263277704626570,,@CryptoMocro_ @MEXC_EN Mocro gems. 📸,972970759416111104,2024-10-07T12:13:06+00:00,20,21,154,1843259166984712411,8.68487499269759e+17,,,"{""annotations"": [{""start"": 23, ""end"": 27, ""probability"": 0.7329, ""type"": ""Other"", ""normalized_text"": ""Mocro""}], ""mentions"": [{""start"": 0, ""end"": 13, ""username"": ""CryptoMocro_"", ""id"": ""868487499269758976""}, {""start"": 14, ""end"": 22, ""username"": ""MEXC_EN"", ""id"": ""1535590533698945024""}]}",CryptoWizardd,Positive,0.013982648269516031
1843234753144836598,NPC,RT @jkrdoc: The current $NPC ATH resistance. https://t.co/uQSxyASe9j,972970759416111104,2024-10-07T10:19:45+00:00,77,0,0,1843234753144836598,,,,"{""annotations"": [{""start"": 25, ""end"": 27, ""probability"": 0.5176, ""type"": ""Organization"", ""normalized_text"": ""NPC""}], ""mentions"": [{""start"": 3, ""end"": 10, ""username"": ""jkrdoc"", ""id"": ""942793590715142144""}], ""urls"": [{""start"": 45, ""end"": 68, ""url"": ""https://t.co/uQSxyASe9j"", ""expanded_url"": ""https://x.com/jkrdoc/status/1843193811394310474/photo/1"", ""display_url"": ""pic.x.com/uQSxyASe9j"", ""media_key"": ""3_1843193809380712448""}], ""cashtags"": [{""start"": 24, ""end"": 28, ""tag"": ""NPC""}]}",CryptoWizardd,Positive,0.0021493370551291
1843234645946818632,DEAI,"$DEAI has been killing it lately.

🔥 https://t.co/SwiDGuGuFY",972970759416111104,2024-10-07T10:19:19+00:00,39,78,236,1843234645946818632,,,,"{""annotations"": [{""start"": 1, ""end"": 4, ""probability"": 0.4661, ""type"": ""Organization"", ""normalized_text"": ""DEAI""}], ""urls"": [{""start"": 37, ""end"": 60, ""url"": ""https://t.co/SwiDGuGuFY"", ""expanded_url"": ""https://twitter.com/zero1_labs/status/1843221739918315593"", ""display_url"": ""x.com/zero1_labs/sta\u2026""}], ""cashtags"": [{""start"": 0, ""end"": 5, ""tag"": ""DEAI""}]}",CryptoWizardd,Positive,0.021661050076449768
1843213510450548847,NPC,"RT @gbCrypto_: $NPC 
Honestly surprised this isn’t in the billy’s yet so getting there is inevitable. 
Still holding this demand so buys in…",972970759416111104,2024-10-07T08:55:20+00:00,26,0,0,1843213510450548847,,,,"{""annotations"": [{""start"": 16, ""end"": 18, ""probability"": 0.7448, ""type"": ""Organization"", ""normalized_text"": ""NPC""}], ""mentions"": [{""start"": 3, ""end"": 13, ""username"": ""gbCrypto_"", ""id"": ""4846344081""}], ""cashtags"": [{""start"": 15, ""end"": 19, ""tag"": ""NPC""}]}",CryptoWizardd,Positive,0.0007257501744591765
1843194075836731487,NPC,"@coingecko also added hybryd token standards 

$NPC leading

We are so fucking early https://t.co/ttVWgbVTE8",972970759416111104,2024-10-07T07:38:07+00:00,71,59,268,1843194075836731487,2412652615.0,,,"{""annotations"": [{""start"": 22, ""end"": 27, ""probability"": 0.6381, ""type"": ""Other"", ""normalized_text"": ""hybryd""}, {""start"": 48, ""end"": 50, ""probability"": 0.7117, ""type"": ""Organization"", ""normalized_text"": ""NPC""}], ""mentions"": [{""start"": 0, ""end"": 10, ""username"": ""coingecko"", ""id"": ""2412652615""}], ""urls"": [{""start"": 85, ""end"": 108, ""url"": ""https://t.co/ttVWgbVTE8"", ""expanded_url"": ""https://x.com/CryptoWizardd/status/1843194075836731487/photo/1"", ""display_url"": ""pic.x.com/ttVWgbVTE8"", ""media_key"": ""3_1843194070702706689""}], ""cashtags"": [{""start"": 47, ""end"": 51, ""tag"": ""NPC""}]}",CryptoWizardd,Positive,0.025343762391214577
1843182167477957087,NPC,$NPC NEW ATH LOADING https://t.co/H7SIEnxg5j,972970759416111104,2024-10-07T06:50:48+00:00,86,103,553,1843182167477957087,,,,"{""annotations"": [{""start"": 1, ""end"": 3, ""probability"": 0.4886, ""type"": ""Organization"", ""normalized_text"": ""NPC""}], ""urls"": [{""start"": 21, ""end"": 44, ""url"": ""https://t.co/H7SIEnxg5j"", ""expanded_url"": ""https://twitter.com/usualknowledge/status/1843180983752994844"", ""display_url"": ""x.com/usualknowledge\u2026""}], ""cashtags"": [{""start"": 0, ""end"": 4, ""tag"": ""NPC""}]}",CryptoWizardd,Positive,0.05060628251751258
1843181905585594732,NPC,"RT @jkrdoc: $NPC chilling right at resistance tells me one thing.

 Hint: look at the second picture https://t.co/NrCn5OaeDV",972970759416111104,2024-10-07T06:49:45+00:00,63,0,0,1843181905585594732,,,,"{""annotations"": [{""start"": 13, ""end"": 15, ""probability"": 0.7404, ""type"": ""Organization"", ""normalized_text"": ""NPC""}], ""mentions"": [{""start"": 3, ""end"": 10, ""username"": ""jkrdoc"", ""id"": ""942793590715142144""}], ""urls"": [{""start"": 101, ""end"": 124, ""url"": ""https://t.co/NrCn5OaeDV"", ""expanded_url"": ""https://x.com/jkrdoc/status/1842967740048642268/photo/1"", ""display_url"": ""pic.x.com/NrCn5OaeDV"", ""media_key"": ""3_1842967734365171712""}, {""start"": 101, ""end"": 124, ""url"": ""https://t.co/NrCn5OaeDV"", ""expanded_url"": ""https://x.com/jkrdoc/status/1842967740048642268/photo/1"", ""display_url"": ""pic.x.com/NrCn5OaeDV"", ""media_key"": ""3_1842967734524489729""}], ""cashtags"": [{""start"": 12, ""end"": 16, ""tag"": ""NPC""}]}",CryptoWizardd,Positive,0.0017585484996510818
1843180398836408743,TAO,"This is playing out perfectly

$TAO leads. https://t.co/C11HSSak96",972970759416111104,2024-10-07T06:43:46+00:00,52,119,509,1843180398836408743,,,,"{""annotations"": [{""start"": 32, ""end"": 34, ""probability"": 0.6533, ""type"": ""Organization"", ""normalized_text"": ""TAO""}], ""urls"": [{""start"": 43, ""end"": 66, ""url"": ""https://t.co/C11HSSak96"", ""expanded_url"": ""https://twitter.com/CryptoWizardd/status/1834632023203307562"", ""display_url"": ""x.com/CryptoWizardd/\u2026""}], ""cashtags"": [{""start"": 31, ""end"": 35, ""tag"": ""TAO""}]}",CryptoWizardd,Positive,0.045821687767195265
1843168170481471665,"TATSU, TAO","Expecting $TATSU to start flying soon 

Followss $TAO https://t.co/4z8R5WkxG4",972970759416111104,2024-10-07T05:55:10+00:00,48,100,274,1843168170481471665,,,,"{""annotations"": [{""start"": 11, ""end"": 15, ""probability"": 0.7078, ""type"": ""Organization"", ""normalized_text"": ""TATSU""}, {""start"": 50, ""end"": 52, ""probability"": 0.6148, ""type"": ""Organization"", ""normalized_text"": ""TAO""}], ""urls"": [{""start"": 54, ""end"": 77, ""url"": ""https://t.co/4z8R5WkxG4"", ""expanded_url"": ""https://twitter.com/DanHunterAus/status/1843089940340748491"", ""display_url"": ""x.com/DanHunterAus/s\u2026""}], ""cashtags"": [{""start"": 10, ""end"": 16, ""tag"": ""TATSU""}, {""start"": 49, ""end"": 53, ""tag"": ""TAO""}]}",CryptoWizardd,Positive,0.025224780371028516
1843151239271629124,"TAO, NPC","Gm to all $TAO chads. About to make a new ath

Meanwhile $NPC about to make a new ath

Wizz season. https://t.co/Qq9rY1IXRz",972970759416111104,2024-10-07T04:47:54+00:00,92,126,839,1843151239271629124,,,,"{""annotations"": [{""start"": 11, ""end"": 13, ""probability"": 0.5679, ""type"": ""Organization"", ""normalized_text"": ""TAO""}, {""start"": 58, ""end"": 60, ""probability"": 0.637, ""type"": ""Organization"", ""normalized_text"": ""NPC""}, {""start"": 87, ""end"": 90, ""probability"": 0.3687, ""type"": ""Other"", ""normalized_text"": ""Wizz""}], ""urls"": [{""start"": 100, ""end"": 123, ""url"": ""https://t.co/Qq9rY1IXRz"", ""expanded_url"": ""https://x.com/CryptoWizardd/status/1843151239271629124/photo/1"", ""display_url"": ""pic.x.com/Qq9rY1IXRz"", ""media_key"": ""16_1843151231386034176""}], ""cashtags"": [{""start"": 10, ""end"": 14, ""tag"": ""TAO""}, {""start"": 57, ""end"": 61, ""tag"": ""NPC""}]}",CryptoWizardd,Positive,0.07570475272116267
1843024705957265808,NPC,"RT @CryptoWizardd: Big alpha $NPC

@NonPlayableCoin 📸 https://t.co/foyD1YHj8o",972970759416111104,2024-10-06T20:25:06+00:00,152,0,0,1843024705957265808,,,,"{""mentions"": [{""start"": 3, ""end"": 17, ""username"": ""CryptoWizardd"", ""id"": ""972970759416111104""}, {""start"": 35, ""end"": 51, ""username"": ""NonPlayableCoin"", ""id"": ""1682073285821972490""}], ""urls"": [{""start"": 54, ""end"": 77, ""url"": ""https://t.co/foyD1YHj8o"", ""expanded_url"": ""https://x.com/CryptoWizardd/status/1843022760949485579/photo/1"", ""display_url"": ""pic.x.com/foyD1YHj8o"", ""media_key"": ""3_1843022756813688833""}], ""cashtags"": [{""start"": 29, ""end"": 33, ""tag"": ""NPC""}]}",CryptoWizardd,Positive,0.00424284717376134
1843023918569001129,NPC,"King of ? 
$NPC https://t.co/kW017oNnXY",972970759416111104,2024-10-06T20:21:58+00:00,89,98,505,1843023918569001129,,,,"{""annotations"": [{""start"": 12, ""end"": 14, ""probability"": 0.7251, ""type"": ""Organization"", ""normalized_text"": ""NPC""}], ""urls"": [{""start"": 16, ""end"": 39, ""url"": ""https://t.co/kW017oNnXY"", ""expanded_url"": ""https://twitter.com/cryptic_tits/status/1843022353556754625"", ""display_url"": ""x.com/cryptic_tits/s\u2026""}], ""cashtags"": [{""start"": 11, ""end"": 15, ""tag"": ""NPC""}]}",CryptoWizardd,Positive,0.04650580092603528
1843022760949485579,NPC,"Big alpha $NPC

@NonPlayableCoin 📸 https://t.co/foyD1YHj8o",972970759416111104,2024-10-06T20:17:22+00:00,152,101,853,1843022760949485579,,,,"{""mentions"": [{""start"": 16, ""end"": 32, ""username"": ""NonPlayableCoin"", ""id"": ""1682073285821972490""}], ""urls"": [{""start"": 35, ""end"": 58, ""url"": ""https://t.co/foyD1YHj8o"", ""expanded_url"": ""https://x.com/CryptoWizardd/status/1843022760949485579/photo/1"", ""display_url"": ""pic.x.com/foyD1YHj8o"", ""media_key"": ""3_1843022756813688833""}], ""cashtags"": [{""start"": 10, ""end"": 14, ""tag"": ""NPC""}]}",CryptoWizardd,Positive,0.07859995889830007
1843021867441176909,,@NonPlayableCoin @CoinMarketCap Chads!,972970759416111104,2024-10-06T20:13:49+00:00,105,11,386,1843019999016849433,1.6820732858219725e+18,,,"{""annotations"": [{""start"": 32, ""end"": 36, ""probability"": 0.697, ""type"": ""Other"", ""normalized_text"": ""Chads""}], ""mentions"": [{""start"": 0, ""end"": 16, ""username"": ""NonPlayableCoin"", ""id"": ""1682073285821972490""}, {""start"": 17, ""end"": 31, ""username"": ""CoinMarketCap"", ""id"": ""2260491445""}]}",CryptoWizardd,Positive,0.0365790327190417
1843021825468707323,,RT @NonPlayableCoin: Proud to announce the meta we've been pioneering for over a year is now being recognised as a whole new emergent crypt…,972970759416111104,2024-10-06T20:13:39+00:00,235,0,0,1843021825468707323,,,,"{""mentions"": [{""start"": 3, ""end"": 19, ""username"": ""NonPlayableCoin"", ""id"": ""1682073285821972490""}]}",CryptoWizardd,Positive,0.006559665038381019
1843021575999856815,,"RT @nordin_eth: @SatoshiFlipper It was only a matter of time.

PayPal mafia joining 1 person at a time. Having @chamath on board, @elonmusk…",972970759416111104,2024-10-06T20:12:40+00:00,40,0,0,1843021575999856815,,,,"{""annotations"": [{""start"": 63, ""end"": 68, ""probability"": 0.723, ""type"": ""Other"", ""normalized_text"": ""PayPal""}], ""mentions"": [{""start"": 3, ""end"": 14, ""username"": ""nordin_eth"", ""id"": ""1323358288981991425""}, {""start"": 16, ""end"": 31, ""username"": ""SatoshiFlipper"", ""id"": ""944961548375773184""}, {""start"": 111, ""end"": 119, ""username"": ""chamath"", ""id"": ""3291691""}, {""start"": 130, ""end"": 139, ""username"": ""elonmusk"", ""id"": ""44196397""}]}",CryptoWizardd,Positive,0.0011165387299371947
1843003922346283257,NPC,"Kols wont shill you $NPC cauz they are all sidelined 

What a time to be alive. Run it into billions. They might fomo later

First meme coin hybrid

@NonPlayableCoin https://t.co/4B6cOO1Hzr",972970759416111104,2024-10-06T19:02:31+00:00,151,124,796,1843003922346283257,,,,"{""annotations"": [{""start"": 0, ""end"": 3, ""probability"": 0.3755, ""type"": ""Other"", ""normalized_text"": ""Kols""}, {""start"": 21, ""end"": 23, ""probability"": 0.532, ""type"": ""Organization"", ""normalized_text"": ""NPC""}], ""mentions"": [{""start"": 149, ""end"": 165, ""username"": ""NonPlayableCoin"", ""id"": ""1682073285821972490""}], ""urls"": [{""start"": 166, ""end"": 189, ""url"": ""https://t.co/4B6cOO1Hzr"", ""expanded_url"": ""https://x.com/CryptoWizardd/status/1843003922346283257/photo/1"", ""display_url"": ""pic.x.com/4B6cOO1Hzr"", ""media_key"": ""3_1843003910371295232""}], ""cashtags"": [{""start"": 20, ""end"": 24, ""tag"": ""NPC""}]}",CryptoWizardd,Positive,0.07360328180953732
1842999991323017351,,@EnteringGodMode @zignaly @ARafayGadit Who knows one Day.,972970759416111104,2024-10-06T18:46:53+00:00,0,1,8,1842994373585465373,1.7150273533475185e+18,,,"{""mentions"": [{""start"": 0, ""end"": 16, ""username"": ""EnteringGodMode"", ""id"": ""1715027353347518464""}, {""start"": 17, ""end"": 25, ""username"": ""zignaly"", ""id"": ""968212085854408708""}, {""start"": 26, ""end"": 38, ""username"": ""ARafayGadit"", ""id"": ""897851575699460096""}]}",CryptoWizardd,Positive,0.0006973703327037629
1842999910029033759,LNQ,"Expecting $LNQ to follow the ai tokens

@linq_ai 🚀

Chad bidding https://t.co/CvuXmRDoEm",972970759416111104,2024-10-06T18:46:34+00:00,55,58,256,1842999910029033759,,,,"{""annotations"": [{""start"": 11, ""end"": 13, ""probability"": 0.5708, ""type"": ""Organization"", ""normalized_text"": ""LNQ""}, {""start"": 52, ""end"": 55, ""probability"": 0.4389, ""type"": ""Person"", ""normalized_text"": ""Chad""}], ""mentions"": [{""start"": 40, ""end"": 48, ""username"": ""linq_ai"", ""id"": ""1654746444501270528""}], ""urls"": [{""start"": 65, ""end"": 88, ""url"": ""https://t.co/CvuXmRDoEm"", ""expanded_url"": ""https://twitter.com/Fabi_Degenlord/status/1842992565395890330"", ""display_url"": ""x.com/Fabi_Degenlord\u2026""}], ""cashtags"": [{""start"": 10, ""end"": 14, ""tag"": ""LNQ""}]}",CryptoWizardd,Positive,0.023851091400184054
1842999417122808293,TAO,"RT @ElonTrades: YouTube cofounder retweeting Bittensor.

$TAO to $10k https://t.co/55efaMILIm",972970759416111104,2024-10-06T18:44:36+00:00,118,0,0,1842999417122808293,,,,"{""annotations"": [{""start"": 16, ""end"": 22, ""probability"": 0.9451, ""type"": ""Other"", ""normalized_text"": ""YouTube""}, {""start"": 58, ""end"": 60, ""probability"": 0.4707, ""type"": ""Organization"", ""normalized_text"": ""TAO""}], ""mentions"": [{""start"": 3, ""end"": 14, ""username"": ""ElonTrades"", ""id"": ""1001414496819261440""}], ""urls"": [{""start"": 70, ""end"": 93, ""url"": ""https://t.co/55efaMILIm"", ""expanded_url"": ""https://x.com/ElonTrades/status/1842994659729248395/photo/1"", ""display_url"": ""pic.x.com/55efaMILIm"", ""media_key"": ""3_1842994647338999808""}], ""cashtags"": [{""start"": 57, ""end"": 61, ""tag"": ""TAO""}]}",CryptoWizardd,Positive,0.0032937892533147248
1842998803361890379,,@zignaly @ARafayGadit I didnt attend the event. Got this pic from rafay 🤣📸,972970759416111104,2024-10-06T18:42:10+00:00,1,18,132,1842994373585465373,9.729707594161112e+17,,,"{""annotations"": [{""start"": 66, ""end"": 70, ""probability"": 0.3764, ""type"": ""Other"", ""normalized_text"": ""rafay""}], ""mentions"": [{""start"": 0, ""end"": 8, ""username"": ""zignaly"", ""id"": ""968212085854408708""}, {""start"": 9, ""end"": 21, ""username"": ""ARafayGadit"", ""id"": ""897851575699460096""}]}",CryptoWizardd,Positive,0.011534523957860516
1842996758105948248,DEAI,@0xRetardio I hodl $DEAI,972970759416111104,2024-10-06T18:34:03+00:00,9,4,33,1842996226855489979,1.6131588487678523e+18,,,"{""annotations"": [{""start"": 20, ""end"": 23, ""probability"": 0.4947, ""type"": ""Other"", ""normalized_text"": ""DEAI""}], ""mentions"": [{""start"": 0, ""end"": 11, ""username"": ""0xRetardio"", ""id"": ""1613158848767852544""}], ""cashtags"": [{""start"": 19, ""end"": 24, ""tag"": ""DEAI""}]}",CryptoWizardd,Positive,0.0031278738366388903
1842996534834770212,,@NonPlayableCoin @cburniske King stufff,972970759416111104,2024-10-06T18:33:09+00:00,11,0,120,1842983076571525231,1.6820732858219725e+18,,,"{""mentions"": [{""start"": 0, ""end"": 16, ""username"": ""NonPlayableCoin"", ""id"": ""1682073285821972490""}, {""start"": 17, ""end"": 27, ""username"": ""cburniske"", ""id"": ""710463119886262272""}]}",CryptoWizardd,Positive,0.010767603141289174
1842996430266577346,,RT @NonPlayableCoin: @cburniske Is 8 billion+ NFTs significant size? Asking for a friend (who built this a year ago)... 👉👈,972970759416111104,2024-10-06T18:32:44+00:00,56,0,0,1842996430266577346,,,,"{""mentions"": [{""start"": 3, ""end"": 19, ""username"": ""NonPlayableCoin"", ""id"": ""1682073285821972490""}, {""start"": 21, ""end"": 31, ""username"": ""cburniske"", ""id"": ""710463119886262272""}], ""annotations"": [{""start"": 46, ""end"": 49, ""probability"": 0.5807, ""type"": ""Other"", ""normalized_text"": ""NFTs""}]}",CryptoWizardd,Positive,0.0015631542219120727
1842996226855489979,TAO,Study $TAO https://t.co/Dnhi5jSzam,972970759416111104,2024-10-06T18:31:56+00:00,41,45,403,1842996226855489979,,,,"{""cashtags"": [{""start"": 6, ""end"": 10, ""tag"": ""TAO""}], ""annotations"": [{""start"": 7, ""end"": 9, ""probability"": 0.4718, ""type"": ""Organization"", ""normalized_text"": ""TAO""}], ""urls"": [{""start"": 11, ""end"": 34, ""url"": ""https://t.co/Dnhi5jSzam"", ""expanded_url"": ""https://twitter.com/nordin_eth/status/1842966127099740571"", ""display_url"": ""x.com/nordin_eth/sta\u2026""}]}",CryptoWizardd,Positive,0.03627448270813768
1842995050097291386,NPC,"$NPC 

Say no more. https://t.co/yPUgv8qFpY",972970759416111104,2024-10-06T18:27:15+00:00,57,33,457,1842995050097291386,,,,"{""cashtags"": [{""start"": 0, ""end"": 4, ""tag"": ""NPC""}], ""annotations"": [{""start"": 1, ""end"": 3, ""probability"": 0.7025, ""type"": ""Organization"", ""normalized_text"": ""NPC""}], ""urls"": [{""start"": 20, ""end"": 43, ""url"": ""https://t.co/yPUgv8qFpY"", ""expanded_url"": ""https://twitter.com/cburniske/status/1842983076571525231"", ""display_url"": ""x.com/cburniske/stat\u2026""}]}",CryptoWizardd,Positive,0.041428347945862955
1842994930299654400,NPC,"@cburniske Lol $NPC done this a year ago

#1 without a doubt

@NonPlayableCoin",972970759416111104,2024-10-06T18:26:47+00:00,27,25,291,1842983076571525231,7.104631198862623e+17,,,"{""cashtags"": [{""start"": 15, ""end"": 19, ""tag"": ""NPC""}], ""mentions"": [{""start"": 0, ""end"": 10, ""username"": ""cburniske"", ""id"": ""710463119886262272""}, {""start"": 62, ""end"": 78, ""username"": ""NonPlayableCoin"", ""id"": ""1682073285821972490""}], ""annotations"": [{""start"": 16, ""end"": 18, ""probability"": 0.755, ""type"": ""Organization"", ""normalized_text"": ""NPC""}]}",CryptoWizardd,Positive,0.02612050949480698
1842994373585465373,ZIG,"Great event today by @zignaly in Amsterdam 🔥

Gz @ARafayGadit 

$ZIG https://t.co/YQczumDnYv",972970759416111104,2024-10-06T18:24:34+00:00,27,56,396,1842994373585465373,,,,"{""cashtags"": [{""start"": 64, ""end"": 68, ""tag"": ""ZIG""}], ""mentions"": [{""start"": 21, ""end"": 29, ""username"": ""zignaly"", ""id"": ""968212085854408708""}, {""start"": 49, ""end"": 61, ""username"": ""ARafayGadit"", ""id"": ""897851575699460096""}], ""annotations"": [{""start"": 33, ""end"": 41, ""probability"": 0.9528, ""type"": ""Place"", ""normalized_text"": ""Amsterdam""}, {""start"": 65, ""end"": 67, ""probability"": 0.4345, ""type"": ""Other"", ""normalized_text"": ""ZIG""}], ""urls"": [{""start"": 69, ""end"": 92, ""url"": ""https://t.co/YQczumDnYv"", ""expanded_url"": ""https://x.com/CryptoWizardd/status/1842994373585465373/photo/1"", ""display_url"": ""pic.x.com/YQczumDnYv"", ""media_key"": ""3_1842994362684190720""}]}",CryptoWizardd,Positive,0.035273495111543866
1842992300965929108,TAO,"$TAO to new highs soon

Keep fading https://t.co/EXSaAFcpYA",972970759416111104,2024-10-06T18:16:20+00:00,63,79,510,1842992300965929108,,,,"{""cashtags"": [{""start"": 0, ""end"": 4, ""tag"": ""TAO""}], ""annotations"": [{""start"": 1, ""end"": 3, ""probability"": 0.5401, ""type"": ""Organization"", ""normalized_text"": ""TAO""}], ""urls"": [{""start"": 36, ""end"": 59, ""url"": ""https://t.co/EXSaAFcpYA"", ""expanded_url"": ""https://x.com/CryptoWizardd/status/1842992300965929108/photo/1"", ""display_url"": ""pic.x.com/EXSaAFcpYA"", ""media_key"": ""3_1842992292140851200""}]}",CryptoWizardd,Positive,0.04621590720951597
1842975688548331647,NPC,"A hybrid category has been added on CMC

See who s #1

$NPC https://t.co/6vIUqMnl1p",972970759416111104,2024-10-06T17:10:19+00:00,151,108,760,1842975688548331647,,,,"{""cashtags"": [{""start"": 55, ""end"": 59, ""tag"": ""NPC""}], ""annotations"": [{""start"": 36, ""end"": 38, ""probability"": 0.4113, ""type"": ""Other"", ""normalized_text"": ""CMC""}, {""start"": 56, ""end"": 58, ""probability"": 0.7004, ""type"": ""Organization"", ""normalized_text"": ""NPC""}], ""urls"": [{""start"": 60, ""end"": 83, ""url"": ""https://t.co/6vIUqMnl1p"", ""expanded_url"": ""https://x.com/CryptoWizardd/status/1842975688548331647/photo/1"", ""display_url"": ""pic.x.com/6vIUqMnl1p"", ""media_key"": ""3_1842975678825734144""}]}",CryptoWizardd,Positive,0.07046511531237039
1842952550943010983,NPC,"study $NPC chart.

And tell me why this would break out soon

Sellers seems done. Next up some green chad candles https://t.co/vkTzj6u7dC",972970759416111104,2024-10-06T15:38:23+00:00,122,138,660,1842952550943010983,,,,"{""cashtags"": [{""start"": 6, ""end"": 10, ""tag"": ""NPC""}], ""annotations"": [{""start"": 7, ""end"": 9, ""probability"": 0.5613, ""type"": ""Organization"", ""normalized_text"": ""NPC""}], ""urls"": [{""start"": 114, ""end"": 137, ""url"": ""https://t.co/vkTzj6u7dC"", ""expanded_url"": ""https://x.com/CryptoWizardd/status/1842952550943010983/photo/1"", ""display_url"": ""pic.x.com/vkTzj6u7dC"", ""media_key"": ""3_1842952543715876864""}]}",CryptoWizardd,Positive,0.06093849557436888
